
428856000;56;
428904000;56;
428952000;57;
429000000;57;
429048000;57;
429096000;58;
429144000;58;
429192000;58;
429240000;59;
429288000;59;
429336000;59;
429384000;60;
429432000;60;
429480000;60;
429528000;61;
429576000;61;
429624000;61;
429672000;62;
429720000;62;
429768000;62;
429816000;63;
429864000;63;
429912000;63;
429960000;63;
430008000;64;
430056000;64;
430104000;64;
430152000;65;
430200000;65;
430248000;65;
430296000;65;
430344000;66;
430392000;66;
430440000;66;
430488000;67;
430536000;67;
430584000;67;
430632000;67;
430680000;68;
430728000;68;
430776000;68;
430824000;68;
430872000;69;
430920000;69;
430968000;69;
431016000;69;
431064000;70;
431112000;70;
431160000;70;
431208000;70;
431256000;71;
431304000;71;
431352000;71;
431400000;71;
431448000;71;
431496000;72;
431544000;72;
431592000;72;
431640000;72;
431688000;72;
431736000;73;
431784000;73;
431832000;73;
431880000;73;
431928000;73;
431976000;74;
432024000;74;
432072000;74;
432120000;74;
432168000;74;
432216000;74;
432264000;75;
432312000;75;
432360000;75;
432408000;75;
432456000;75;
432504000;75;
432552000;76;
432600000;76;
432648000;76;
432696000;76;
432744000;76;
432792000;76;
432840000;76;
432888000;77;
432936000;77;
432984000;77;
433032000;77;
433080000;77;
433128000;77;
433176000;77;
433224000;77;
433272000;78;
433320000;78;
433368000;78;
433416000;78;
433464000;78;
433512000;78;
433560000;78;
433608000;78;
433656000;78;
433704000;78;
433752000;78;
433800000;79;
433848000;79;
433896000;79;
433944000;79;
433992000;79;
434040000;79;
434088000;79;
434136000;79;
434184000;79;
434232000;79;
434280000;79;
434328000;79;
434376000;79;
434424000;79;
434472000;79;
434520000;79;
434568000;79;
434616000;79;
434664000;79;
434712000;79;
434760000;79;
434808000;79;
434856000;79;
434904000;79;
434952000;79;
435000000;80;
435048000;79;
435096000;79;
435144000;79;
435192000;79;
435240000;79;
435288000;79;
435336000;79;
435384000;79;
435432000;79;
435480000;79;
435528000;79;
435576000;79;
435624000;79;
435672000;79;
435720000;79;
435768000;79;
435816000;79;
435864000;79;
435912000;79;
435960000;79;
436008000;79;
436056000;79;
436104000;79;
436152000;79;
436200000;79;
436248000;78;
436296000;78;
436344000;78;
436392000;78;
436440000;78;
436488000;78;
436536000;78;
436584000;78;
436632000;78;
436680000;78;
436728000;78;
436776000;77;
436824000;77;
436872000;77;
436920000;77;
436968000;77;
437016000;77;
437064000;77;
437112000;77;
437160000;76;
437208000;76;
437256000;76;
437304000;76;
437352000;76;
437400000;76;
437448000;76;
437496000;75;
437544000;75;
437592000;75;
437640000;75;
437688000;75;
437736000;75;
437784000;74;
437832000;74;
437880000;74;
437928000;74;
437976000;74;
438024000;74;
438072000;73;
438120000;73;
438168000;73;
438216000;73;
438264000;73;
438312000;72;
438360000;72;
438408000;72;
438456000;72;
438504000;72;
438552000;71;
438600000;71;
438648000;71;
438696000;71;
438744000;71;
438792000;70;
438840000;70;
438888000;70;
438936000;70;
438984000;69;
439032000;69;
439080000;69;
439128000;69;
439176000;68;
439224000;68;
439272000;68;
439320000;68;
439368000;67;
439416000;67;
439464000;67;
439512000;67;
439560000;66;
439608000;66;
439656000;66;
439704000;65;
439752000;65;
439800000;65;
439848000;65;
439896000;64;
439944000;64;
439992000;64;
440040000;63;
440088000;63;
440136000;63;
440184000;63;
440232000;62;
440280000;62;
440328000;62;
440376000;61;
440424000;61;
440472000;61;
440520000;60;
440568000;60;
440616000;60;
440664000;59;
440712000;59;
440760000;59;
440808000;58;
440856000;58;
440904000;58;
440952000;57;
441000000;57;
441048000;57;
441096000;56;
441144000;56;
441644000;56;
